index,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score
966,Derek Mears,Action|Fantasy|Horror,Jeremy Renner,Hansel & Gretel: Witch Hunters ,Ingrid Bolsø Berdal,6.1
967,Erik Per Sullivan,Drama|Thriller,Olivier Martinez,Unfaithful ,Chad Lowe,6.7
968,Emily Wickersham,Action|Adventure|Sci-Fi|Thriller,Alex Pettyfer,I Am Number Four ,Reuben Langdon,6.1
969,Amr Waked,Drama|Thriller,Matt Damon,Syriana ,Kayvan Novak,7
970,James Badge Dale,Action|Drama|Thriller|War,Toby Stephens,13 Hours ,David Costabile,7.4
971,Hector Elizondo,Adventure|Animation|Comedy|Family|Fantasy|Romance,Channing Tatum,The Book of Life ,Ana de la Reguera,7.3
972,Harrison Ford,Crime|Thriller,Jimmy Bennett,Firewall ,Mary Lynn Rajskub,5.8
973,Mark Margolis,Action|Crime|Drama|Thriller,Clint Eastwood,Absolute Power ,Scott Glenn,6.7
974,Demi Moore,Action|Drama|War,Viggo Mortensen,G.I. Jane ,John Michael Higgins,5.8
975,Armin Mueller-Stahl,Drama|Mystery|Thriller,Deborah Kara Unger,The Game ,Charles Martinet,7.8
976,Deborah Kara Unger,Adventure|Horror|Mystery,Radha Mitchell,Silent Hill ,Alice Krige,6.6
977,Jon Favreau,Comedy|Sport,Keanu Reeves,The Replacements ,Faizon Love,6.5
978,Dania Ramirez,Comedy,Alyson Hannigan,American Reunion ,Natasha Lyonne,6.7
979,Michael Cudlitz,Action|Crime|Drama|Mystery|Thriller,Kevin Spacey,The Negotiator ,Siobhan Fallon Hogan,7.3
980,Alycia Debnam-Carey,Action|Thriller,Matt Walsh,Into the Storm ,Scott Lawrence,5.8
981,Jon Tenney,Action|Comedy|Crime|Thriller,Louis Lombardi,Beverly Hills Cop III ,Gilbert R. Hill,5.5
982,Robert Picardo,Comedy|Fantasy|Horror,Christopher Lee,Gremlins 2: The New Batch ,Phoebe Cates,6.3
983,Robert Duvall,Crime|Drama,Robert Downey Jr.,The Judge ,Leighton Meester,7.4
984,Holt McCallany,Action|Thriller,Armin Mueller-Stahl,The Peacemaker ,Marcel Iures,5.9
985,Thomas Kretschmann,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Apocalypse ,Mike Epps,6.2
986,Jim Broadbent,Comedy|Drama|Romance,Colin Firth,Bridget Jones: The Edge of Reason ,Celia Imrie,5.9
987,Sanaa Lathan,Crime|Drama|Romance|Thriller,Denzel Washington,Out of Time ,John Billingsley,6.5
988,Joan Chen,Action|Adventure|Thriller,Mike Starr,On Deadly Ground ,Sven-Ole Thorsen,4.4
989,Kristin Davis,Action|Adventure|Family|Fantasy,Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D ,Taylor Dooley,3.5
990,Virginie Ledoyen,Adventure|Drama|Thriller,Leonardo DiCaprio,The Beach ,Peter Youngblood Hills,6.6
991,Felicity Huffman,Comedy|Drama|Romance,Amber Valletta,Raising Helen ,Spencer Breslin,6
992,Ben Miles,Action|Crime|Thriller,Shô Kosugi,Ninja Assassin ,Rain,6.4
993,Kelly Preston,Drama|Romance|Sport,J.K. Simmons,For Love of the Game ,Carmine Giovinazzo,6.5
994,Bruce Alexander,Crime|Drama|Mystery,David Jason,A Touch of Frost             ,John Lyons,7.8
995,Rumer Willis,Comedy|Crime|Drama|Thriller,Demi Moore,Striptease ,Paul Guilfoyle,4.3
996,Judy Greer,Comedy|Family,Emma Stone,Marmaduke ,Steve Coogan,4.2
997,Jay Mohr,Drama|Fantasy,Matt Damon,Hereafter ,Cécile De France,6.5
998,Chris Penn,Crime|Mystery|Thriller,Ryan Gosling,Murder by Numbers ,Agnes Bruckner,6.1
999,Sylvester Stallone,Action|Crime|Thriller,Muse Watson,Assassins ,Kelly Rowan,6.3
1000,Stephen Walters,Crime|Drama|Thriller,Li Gong,Hannibal Rising ,Richard Brake,6.2
1001,Tim Matheson,Comedy|Drama|Romance,Bruce Willis,The Story of Us ,Rita Wilson,5.9
1002,Chandler Canterbury,Action|Adventure|Romance|Sci-Fi|Thriller,J.D. Evermore,The Host ,Rachel Roberts,5.9
1003,Harry Connick Jr.,Action|Crime|Drama|Mystery|Thriller,Connie Nielsen,Basic ,Tim Daly,6.5
1004,Anjelica Huston,Action|Crime|Drama|Mystery|Thriller,Clint Eastwood,Blood Work ,Rick Hoffman,6.4
1005,Brían F. O'Byrne,Action|Crime|Drama|Mystery|Thriller,Naomi Watts,The International ,Armin Mueller-Stahl,6.5
1006,Valeria Golino,Action|Adventure|Sci-Fi|Thriller,Steve Buscemi,Escape from L.A. ,Michelle Forbes,5.7
1007,Brittany Curran,Drama|Mystery|Thriller,Grey Damon,Twisted             ,Aaron Hill,7.5
1008,Harry Connick Jr.,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Vin Diesel,The Iron Giant ,M. Emmet Walsh,8
1009,Anjelica Huston,Adventure|Comedy|Drama,Bill Murray,The Life Aquatic with Steve Zissou ,Matthew Gray Gubler,7.3
1010,Donald Watkins,Action|Biography|Drama|History|War,Matthew McConaughey,Free State of Jones ,Jessica Collins,6.7
1011,Kate Winslet,Crime|Drama|Thriller,Kevin Spacey,The Life of David Gale ,Matt Craven,7.5
1012,Vanessa Ferlito,Action|Comedy,Christina Milian,Man of the House ,Kelli Garner,5.4
1013,Common,Action|Crime|Drama|Thriller,Liam Neeson,Run All Night ,Bruce McGill,6.6
1014,Naomi Watts,Crime|Mystery|Thriller,Viggo Mortensen,Eastern Promises ,Raza Jaffrey,7.7
1015,James Frain,Action|Adventure|Crime|Thriller,Paul Walker,Into the Blue ,Ashley Scott,5.8
1016,David Bailie,Adventure|Biography|Drama|History|War,Paul Brooke,The Messenger: The Story of Joan of Arc ,Rab Affleck,6.4
1017,Zooey Deschanel,Adventure|Comedy|Fantasy,Natalie Portman,Your Highness ,James Franco,5.6
1018,Gregory Smith,Drama|Mystery|Thriller,Naomi Watts,Dream House ,Sarah Gadon,6
1019,Blythe Danner,Crime|Drama|Thriller,Mia Kirshner,Mad City ,William Atherton,6.2
1020,Lara Flynn Boyle,Adventure|Comedy|Crime|Drama|Family,Joe Mantegna,Baby's Day Out ,Cynthia Nixon,5.9
1021,Robert Duvall,Drama|Romance,Gary Oldman,The Scarlet Letter ,Demi Moore,5.1
1022,Ty Burrell,Biography|Drama|Thriller,Naomi Watts,Fair Game ,Brooke Smith,6.8
1023,Tony Curran,Action|Drama|Sci-Fi,Julie Benz,Defiance             ,Grant Bowler,7
1024,Mo'Nique,Action|Biography|Crime|Drama|Thriller,Ian Ziering,Domino ,Edgar Ramírez,6
1025,Chazz Palminteri,Crime|Drama|Thriller,Michael Biehn,Jade ,Linda Fiorentino,5.1
1026,Logan Lerman,Action|Sci-Fi|Thriller,Gerard Butler,Gamer ,Alison Lohman,5.8
1027,Zoey Deutch,Drama|Fantasy|Romance,Alden Ehrenreich,Beautiful Creatures ,Pruitt Taylor Vince,6.2
1028,Vincent Schiavelli,Comedy|Crime|Drama|Thriller,Robin Williams,Death to Smoochy ,Danny Woodburn,6.4
1029,Will Ferrell,Comedy,Milla Jovovich,Zoolander 2 ,Justin Theroux,4.8
1030,Andrew Wilson,Comedy|Crime,Morgan Freeman,The Big Bounce ,Willie Nelson,4.9
1031,Linda Fiorentino,Comedy|Sci-Fi,Judy Greer,What Planet Are You From? ,Garry Shandling,5.6
1032,Billy Burke,Action|Fantasy|Thriller,Nicolas Cage,Drive Angry ,Katy Mixon,5.5
1033,Robin Shou,Action|Crime|Drama|Mystery|Thriller,Chris Klein,Street Fighter: The Legend of Chun-Li ,Josie Ho,3.7
1034,Jet Li,Action|Sci-Fi|Thriller,Jason Statham,The One ,Delroy Lindo,5.9
1035,Graham McTavish,Drama|Romance|Sci-Fi,Tobias Menzies,Outlander             ,Stephen Walters,8.5
1036,Gilbert Gottfried,Action|Adventure|Comedy|Crime|Music|Mystery,Lauren Holly,The Adventures of Ford Fairlane ,David Patrick Kelly,6.3
1037,Charlie Rowe,Comedy|Drama|Music,Philip Seymour Hoffman,Pirate Radio ,Tom Sturridge,7.4
1038,Jacob Vargas,Crime|Drama|Thriller,Michael O'Neill,Traffic ,James Lew,7.6
1039,Julian Glover,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Last Crusade ,Alison Doody,8.3
1040,Guro Nagelhus Schia,Drama|Romance,Kelly Macdonald,Anna Karenina ,Matthew Macfadyen,6.6
1041,Sharlto Copley,Action|Crime|Drama|Sci-Fi|Thriller,Hugh Jackman,Chappie ,Jose Pablo Cantillo,6.9
1042,Angelina Jolie Pitt,Crime|Drama|Mystery|Thriller,Denzel Washington,The Bone Collector ,Leland Orser,6.7
1043,Dwight Yoakam,Crime|Drama|Thriller,Kristen Stewart,Panic Room ,Mel Rodriguez,6.8
1044,Lochlyn Munro,Horror|Thriller,P.J. Soles,The Tooth Fairy ,Steve Bacic,4.6
1045,Jamie Kennedy,Action|Adventure|Comedy|Drama|War,Judy Greer,Three Kings ,Mykelti Williamson,7.1
1046,Fares Fares,Crime|Drama|Thriller,Tom Hardy,Child 44 ,Michael Nardone,6.4
1047,Douglas Haase,Adventure|Comedy,Corinna Harney,Rat Race ,Vince Vieluf,6.4
1048,Jeff Bridges,Drama|Mystery|Sci-Fi,Kevin Spacey,K-PAX ,Alfre Woodard,7.4
1049,Natasha Lyonne,Comedy|Fantasy|Romance,Hugh Jackman,Kate & Leopold ,Bradley Whitford,6.4
1050,Frances O'Connor,Comedy|Fantasy|Romance,Brendan Fraser,Bedazzled ,Brian Doyle-Murray,6
1051,Bob Hoskins,Crime|Drama|Music,Nicolas Cage,The Cotton Club ,Fred Gwynne,6.5
1052,Logan Lerman,Adventure|Crime|Drama|Western,Christian Bale,3:10 to Yuma ,Gretchen Mol,7.8
1053,Dougray Scott,Action|Thriller,Liam Neeson,Taken 3 ,Jon Gries,6
1054,Albert Brooks,Crime|Drama|Romance|Thriller,Don Cheadle,Out of Sight ,Keith Hudson,7
1055,Janeane Garofalo,Comedy|Drama|Thriller,Matthew Broderick,The Cable Guy ,Andy Dick,6
1056,Gulshan Grover,Drama|Romance|War,Nandita Das,Earth ,Eric Peterson,7.8
1057,Warren Beatty,Action|Comedy|Crime|Music|Romance|Thriller,Charlie Korsmo,Dick Tracy ,Seymour Cassel,6.1
1058,Faye Dunaway,Crime|Romance|Thriller,Mark Margolis,The Thomas Crown Affair ,Denis Leary,6.8
1059,Adam Garcia,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,Alissa Dean,6.4
1060,Brian Dennehy,Action|Adventure|Drama,Sylvester Stallone,First Blood ,Chris Mulkey,7.7
1061,Anatoliy Solonitsyn,Drama|Mystery|Sci-Fi,Donatas Banionis,Solaris ,Natalya Bondarchuk,8.1
1062,George Carlin,Adventure|Animation|Comedy|Family|Fantasy,Sarah Michelle Gellar,Happily N'Ever After ,Rob Paulsen,4.5
1063,Bronagh Gallagher,Drama|Horror|Romance|Thriller,Julia Roberts,Mary Reilly ,George Cole,5.8
1064,Christopher Masterson,Comedy|Romance,Julia Roberts,My Best Friend's Wedding ,Rupert Everett,6.3
1065,Rainn Wilson,Comedy|Romance,Julia Roberts,America's Sweethearts ,Larry King,5.7
1066,Maura Tierney,Drama|Mystery|Thriller,Al Pacino,Insomnia ,Crystal Lowe,7.2
1067,Alfre Woodard,Action|Adventure|Drama|Sci-Fi|Thriller,LeVar Burton,Star Trek: First Contact ,Jonathan Frakes,7.6
1068,Billy Blair,Action|Drama|Fantasy|Thriller|Western,Michael Fassbender,Jonah Hex ,Julia Jones,4.7
1069,Matt Damon,Action|Drama|Mystery|Thriller|War,Denzel Washington,Courage Under Fire ,Scott Glenn,6.6
1070,Swoosie Kurtz,Comedy|Fantasy|Romance,Maura Tierney,Liar Liar ,Randall 'Tex' Cobb,6.8
1071,Amy Ryan,Biography|Crime|Drama|Thriller,Joseph Gilgun,The Infiltrator ,Olympia Dukakis,7.3
1072,Ben Gazzara,Drama|History|War,Laurence Olivier,Inchon ,Jacqueline Bisset,2.7
1073,Elizabeth Perkins,Comedy|Family|Fantasy,Jonathan Winters,The Flintstones ,Harvey Korman,4.8
1074,Luke Grimes,Action|Crime|Thriller,Liam Neeson,Taken 2 ,D.B. Sweeney,6.3
1075,Pamela Anderson,Comedy,Regina Hall,Scary Movie 3 ,Jenny McCarthy,5.5
1076,Wendy Raquel Robinson,Action|Comedy|Crime|Romance,Candice Bergen,Miss Congeniality ,Heather Burns,6.2
1077,Brendan Fraser,Action|Adventure|Family|Fantasy|Sci-Fi,Josh Hutcherson,Journey to the Center of the Earth ,Anita Briem,5.8
1078,Raven-Symoné,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries 2: Royal Engagement ,Hector Elizondo,5.7
1079,Julia Roberts,Crime|Drama|Mystery|Thriller,Denzel Washington,The Pelican Brief ,Tony Goldwyn,6.5
1080,Anthony LaPaglia,Crime|Drama|Mystery|Thriller,Bradley Whitford,The Client ,Brad Renfro,6.7
1081,Noel Gugliemi,Adventure|Comedy|Drama,Morgan Freeman,The Bucket List ,Sean Hayes,7.4
1082,Polly Walker,Action|Thriller,Harrison Ford,Patriot Games ,Patrick Bergin,6.9
1083,Jane Fonda,Comedy|Romance,Adam Scott,Monster-in-Law ,Elaine Stritch,5.5
1084,Jake Gyllenhaal,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners ,Dylan Minnette,8.1
1085,Snoop Dogg,Crime|Drama|Thriller,Denzel Washington,Training Day ,Tom Berenger,7.7
1086,Enrico Colantoni,Adventure|Comedy|Sci-Fi,Alan Rickman,Galaxy Quest ,Robin Sachs,7.3
1087,Veronica Cartwright,Comedy,Natasha Lyonne,Scary Movie 2 ,Andy Richter,5.2
1088,Eric Jacobson,Adventure|Comedy|Family|Musical,Bill Cobbs,The Muppets ,Steve Whitmire,7.1
1089,Traci Lords,Action|Horror,Sanaa Lathan,Blade ,Udo Kier,7.1
1090,Rick Gonzalez,Drama|Sport,Channing Tatum,Coach Carter ,Robert Ri'chard,7.2
1091,Matt Malloy,Drama|Thriller,Sydney Pollack,Changing Lanes ,Bruce Altman,6.5
1092,Eric Stoltz,Action|Adventure|Horror|Thriller,Frank Welker,Anaconda ,Kari Wuhrer,4.6
1093,Tyra Banks,Comedy|Drama|Music|Romance,Adam Garcia,Coyote Ugly ,Izabella Miko,5.6
1094,Liam Neeson,Comedy|Drama|Romance,Colin Firth,Love Actually ,Kris Marshall,7.7
1095,Madeline Kahn,Adventure|Animation|Comedy|Family|Fantasy,Kevin Spacey,A Bug's Life ,John Ratzenberger,7.2
1096,Jason Flemyng,Horror|Mystery|Thriller,Johnny Depp,From Hell ,Ian Richardson,6.8
1097,Rod Steiger,Action|Crime|Drama|Romance|Thriller,Sylvester Stallone,The Specialist ,Emilio Estefan Jr.,5.4
1098,Cheech Marin,Comedy|Drama|Romance|Sport,Don Johnson,Tin Cup ,Rene Russo,6.3
1099,Tom Bosley,Comedy|Family,Lucille Ball,"Yours, Mine and Ours ",Tim Matheson,7.2
1100,Will Ferrell,Comedy|Family|Romance|Sport,Josh Hutcherson,Kicking & Screaming ,Robert Duvall,5.6
1101,Kelly Macdonald,Adventure|Comedy|Sci-Fi,Zooey Deschanel,The Hitchhiker's Guide to the Galaxy ,Thomas Lennon,6.8
1102,Nick Zano,Comedy|Family|Fantasy|Romance,Dania Ramirez,Fat Albert ,Alice Greczyn,4.3
1103,Mike Epps,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Extinction ,James Tumminia,6.3
1104,Adam Sandler,Comedy|Romance,Bella Thorne,Blended ,Joel McHale,6.5
1105,Alicia Witt,Adventure|Comedy|Drama,LL Cool J,Last Holiday ,Timothy Hutton,6.4
1106,Glenn Morshower,Action|Adventure|Crime|Thriller,Meryl Streep,The River Wild ,William Lucking,6.3
1107,Vincent Kartheiser,Drama|Family|Fantasy,Steve Coogan,The Indian in the Cupboard ,David Keith,5.9
1108,Shea Whigham,Crime|Drama|Thriller,Demián Bichir,Savages ,Gary Stretch,6.5
1109,Valerie Cruz,Action|Crime|Thriller,Richard Burgi,Cellular ,Will Beinbrink,6.5
1110,Natalie Imbruglia,Action|Adventure|Comedy,Kevin McNally,Johnny English ,Ben Miller,6.1
1111,Meryl Streep,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,The Ant Bully ,Julia Roberts,5.9
1112,Jürgen Prochnow,Action|Adventure|Sci-Fi,Virginia Madsen,Dune ,José Ferrer,6.6
1113,T.V. Carpio,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe ,Robert Clohessy,7.4
1114,Kate Winslet,Drama|Romance,Leonardo DiCaprio,Revolutionary Road ,Joe Komara,7.3
1115,David Zayas,Action|Crime|Drama|Thriller,Bruce Willis,16 Blocks ,Sasha Roiz,6.6
1116,Charlotte Rampling,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,Babylon A.D. ,David Belle,5.6
1117,Bob Gunton,Action|Comedy|Crime|Drama|Thriller,Alexa PenaVega,The Glimmer Man ,Keenen Ivory Wayans,5.3
1118,Brian Doyle-Murray,Comedy|Romance|Sci-Fi,John de Lancie,Multiplicity ,Obba Babatundé,6
1119,Carter Jenkins,Adventure|Comedy|Family|Fantasy|Sci-Fi,Malese Jow,Aliens in the Attic ,Tim Meadows,5.4
1120,Adrien Dorval,Crime|Drama|Mystery|Thriller,Costas Mandylor,The Pledge ,Nels Lennarson,6.8
1121,Will Ferrell,Comedy|Musical,Jon Lovitz,The Producers ,Matthew Broderick,6.4
1122,Jason Cope,Action|Sci-Fi,Wood Harris,Dredd ,Rakie Ayola,7.1
1123,Treat Williams,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,The Phantom ,Kristy Swanson,4.9
1124,Henry Thomas,Drama|Romance|Western,Matt Damon,All the Pretty Horses ,Sam Shepard,5.8
1125,Bob Hoskins,Biography|Drama|History,Anthony Hopkins,Nixon ,Joan Allen,7.1
1126,Olivia Williams,Mystery|Thriller,Jim Belushi,The Ghost Writer ,Timothy Hutton,7.2
1127,Jason Flemyng,Action|Adventure|Horror|Sci-Fi,Djimon Hounsou,Deep Rising ,Wes Studi,6
1128,Omari Hardwick,Action|Crime|Drama|Thriller|War,Joseph Gordon-Levitt,Miracle at St. Anna ,Laz Alonso,6
1129,Ye Liu,Drama|Romance,Li Gong,Curse of the Golden Flower ,Man Li,7
1130,Charlie Yeung,Action|Crime|Thriller,Nicolas Cage,Bangkok Dangerous ,James With,5.4
1131,Janeane Garofalo,Comedy|Crime|Thriller,Zooey Deschanel,Big Trouble ,Omar Epps,6.5
1132,Giovanna Mezzogiorno,Drama|Romance,Marcela Mar,Love in the Time of Cholera ,Unax Ugalde,6.4
1133,Clotilde Hesme,Drama|Fantasy|Horror|Mystery,Pierre Perrier,The Returned             ,Céline Sallette,8.3
1134,Ben Gazzara,Action|Thriller,Sam Waterston,Shadow Conspiracy ,Nicholas Turturro,4.9
1135,Tim McInnerny,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Johnny English Reborn ,Togo Igawa,6.3
1136,Larry Miller,Action|Animation|Comedy|Family|Fantasy,Jerry Stiller,Foodfight! ,Harvey Fierstein,1.7
1137,Scoot McNairy,Biography|Drama|History|Thriller,Clea DuVall,Argo ,Tate Donovan,7.7
1138,Daniel Roebuck,Action|Adventure|Crime|Drama|Mystery|Thriller,Harrison Ford,The Fugitive ,Sela Ward,7.8
1139,Dorian Missick,Action|Comedy|Romance,Gerard Butler,The Bounty Hunter ,Peter Greene,5.5
1140,Brad Pitt,Crime|Drama|Thriller,Robert De Niro,Sleepers ,Minnie Driver,7.5
1141,Julia Nickson,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo: First Blood Part II ,Martin Kove,6.4
1142,Demi Moore,Drama|Thriller,Joseph Gordon-Levitt,The Juror ,Anne Heche,5.6
1143,Dickie Jones,Animation|Family|Fantasy|Musical,Mel Blanc,Pinocchio ,Cliff Edwards,7.5
1144,Sam Waterston,Adventure|Drama|Western,Jeff Bridges,Heaven's Gate ,Isabelle Huppert,6.8
1145,Tony Curran,Action|Adventure|Fantasy|Sci-Fi|Thriller,Sophia Myles,Underworld: Evolution ,Derek Jacobi,6.8
1146,Spencer Wilding,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,Daniel Mays,6
1147,Rob Brown,Drama,F. Murray Abraham,Finding Forrester ,Michael Nouri,7.3
1148,Viggo Mortensen,Comedy|Drama,Steve Buscemi,28 Days ,Elizabeth Perkins,6
1149,Jet Li,Action|Crime|Drama|Thriller,Morgan Freeman,Unleashed ,Bob Hoskins,7
1150,Lillian Adams,Comedy|Romance,Judith Chapman,The Sweetest Thing ,Chelsea Bond,5.1
1151,Holly Hunter,Drama|Mystery|Thriller,Tom Cruise,The Firm ,Wilford Brimley,6.8
1152,Charlie Tahan,Drama|Fantasy|Romance,Augustus Prew,Charlie St. Cloud ,Valerie Tian,6.5
1153,Tony Goldwyn,Action|Crime|Thriller,Jason Statham,The Mechanic ,Mini Anden,6.6
1154,Dax Flame,Action|Comedy|Crime,Channing Tatum,21 Jump Street ,Rob Riggle,7.2
1155,Clarke Peters,Comedy|Drama|Romance,Julia Roberts,Notting Hill ,Dylan Moran,7
1156,Miranda Richardson,Adventure|Animation|Comedy|Drama|Family,Imelda Staunton,Chicken Run ,Julia Sawalha,7
1157,Masi Oka,Comedy|Romance,Philip Seymour Hoffman,Along Came Polly ,Debra Messing,5.9
1158,Eartha Kitt,Comedy|Drama|Romance,John Witherspoon,Boomerang ,Geoffrey Holder,5.4
1159,William Xifaras,Action|Comedy|Crime,Michael Rapaport,The Heat ,Demián Bichir,6.6
1160,Richard Burton,Biography|Drama|History|Romance,Martin Landau,Cleopatra ,Roddy McDowall,7
1161,Reggie Lee,Action|Comedy|Sport,Salma Hayek,Here Comes the Boom ,Charice,6.5
1162,Adam Scott,Crime|Drama|Mystery|Thriller,Morgan Freeman,High Crimes ,Bruce Davison,6.3
1163,Austin Pendleton,Comedy|Drama|Romance,Jeff Bridges,The Mirror Has Two Faces ,Mimi Rogers,6.5
1164,Will Patton,Drama|Horror|Mystery|Thriller,Debra Messing,The Mothman Prophecies ,David Eigenberg,6.5
1165,Elton John,Comedy,Bono,Brüno ,Slash,5.8
1166,Talisa Soto,Action|Adventure|Thriller,Robert Davi,Licence to Kill ,Anthony Zerbe,6.6
1167,Billy Burke,Fantasy|Horror|Mystery|Thriller,Gary Oldman,Red Riding Hood ,Virginia Madsen,5.4
1168,Charlize Theron,Action|Crime|Drama|Thriller,Robert De Niro,15 Minutes ,Kelsey Grammer,6.1
1169,Fisher Stevens,Adventure|Comedy|Family|Fantasy|Sci-Fi,Bob Hoskins,Super Mario Bros. ,Fiona Shaw,4
1170,Jeremy Crutchley,Crime|Drama|Thriller,Nicolas Cage,Lord of War ,Jared Burke,7.6
1171,Tony Chiu Wai Leung,Action|Adventure|History,Jet Li,Hero ,Maggie Cheung,7.9
1172,Debbie Reynolds,Action|Comedy|Crime|Romance|Thriller,Fisher Stevens,One for the Money ,Patrick Fischler,5.3
1173,Randall Park,Comedy,James Franco,The Interview ,Anders Holm,6.6
1174,Dong-gun Jang,Action|Fantasy|Western,Tony Cox,The Warrior's Way ,Jed Brophy,6.3
1175,Gavin MacLeod,Comedy|War,Tim Conway,McHale's Navy             ,Bob Hastings,7.5
1176,Dany Boon,Action|Comedy|Crime,Omar Sy,Micmacs ,André Dussollier,7.2
1177,Omar Benson Miller,Drama|Music,Mekhi Phifer,8 Mile ,Evan Jones,7
1178,Youssef Hajdi,Adventure|Animation|Comedy|Family,Jamel Debbouze,Animal Kingdom: Let's go Ape ,Mélissa Theuriau,4.9
1179,Rufus Sewell,Action|Adventure|Romance,Heath Ledger,A Knight's Tale ,Bérénice Bejo,6.9
1180,Lee Evans,Action|Comedy|Fantasy,Julian Sands,The Medallion ,Anthony Chau-Sang Wong,5.2
1181,Haley Joel Osment,Drama|Mystery|Thriller,Bruce Willis,The Sixth Sense ,Olivia Williams,8.1
1182,Mandy Gonzalez,Action|Crime|Thriller,Robert Clohessy,Man on a Ledge ,J. Smith-Cameron,6.6
1183,Kevin Pollak,Comedy,Joel McHale,The Big Year ,JoBeth Williams,6.2
1184,William Zabka,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,William Bassett,7.2
1185,Christian Bale,Crime|Drama,Jennifer Lawrence,American Hustle ,Bradley Cooper,7.3
1186,Denis O'Hare,Comedy|Drama|Romance,Ryan Reynolds,The Proposal ,Craig T. Nelson,6.7
1187,Annabeth Gish,Crime|Mystery|Thriller,Bruce Greenwood,Double Jeopardy ,Bruce Campbell,6.4
1188,Jeffrey Weissman,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future Part II ,Thomas F. Wilson,7.8
1189,Morgan Freeman,Action|Sci-Fi|Thriller,Scarlett Johansson,Lucy ,Amr Waked,6.4
1190,Luke Grimes,Drama|Romance,Jennifer Ehle,Fifty Shades of Grey ,Callum Rennie,4.1
1191,Salma Hayek,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,Spy Kids 3-D: Game Over ,Alexa PenaVega,4.1
1192,Matthew McConaughey,Crime|Drama|Thriller,Kevin Spacey,A Time to Kill ,Oliver Platt,7.4
1193,Alyson Stoner,Comedy|Family,Tom Welling,Cheaper by the Dozen ,Bonnie Hunt,5.8
1194,Scott Elrod,Action|Biography|Drama|Thriller|War,Jerry Ferrara,Lone Survivor ,Dan Bilzerian,7.6
1195,Lori Petty,Comedy|Drama|Sport,Tom Hanks,A League of Their Own ,Rosie O'Donnell,7.2
1196,Frances O'Connor,Horror|Mystery|Thriller,Javier Botet,The Conjuring 2 ,Robin Atkin Downes,7.8
1197,Dustin Fitzsimons,Biography|Drama,Andrew Garfield,The Social Network ,Marcella Lentz-Pope,7.7
1198,Sabrina Revelle,Comedy|Drama|Romance,Carmen Perez,He's Just Not That Into You ,Sachiko Ishida,6.4
1199,Carmen Electra,Comedy,Beau Mirchoff,Scary Movie 4 ,Regina Hall,5.1
